"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"[[cds]] [[u]] [[congratulations]] [[ur]] [[awarded]] £ [[cd]] gift [[vouchers]] £ gift [[guaranteed]] freeentry £ wkly [[draw]] xt [[music]] tncs","[[cd]] [[ou]] [[kudos]] [[uruguay]] [[delivered]] £ [[disk]] gift [[tickets]] £ gift [[insurance]] freeentry £ wkly [[drawn]] xt [[guitar]] tncs",2.8312206268310547e-05,0.7655789256095886,1,0,1,248,"Successful"
"usps [[package]] [[delivered]] due [[wrong]] [[delivery]] [[address]] please [[change]] correct [[delivery]] address [[following]] [[url]] [[reply]] click [[link]] [[inquire]]","usps [[pack]] [[shipped]] due [[false]] [[execution]] [[answer]] please [[edit]] correct [[render]] address [[suites]] [[http]] [[answer]] click [[connect]] [[ask]]",0.00016051530838012695,0.23194897174835205,1,1,1,471,"Failed"
"[[congratulations]] due covid [[grant]] redeemcontact us [[via]] [[email]] covidgrantcokegrantcom","[[thankyou]] due covid [[fellowship]] redeemcontact us [[for]] [[letter]] covidgrantcokegrantcom",0.0003694295883178711,0.6542843580245972,1,0,1,96,"Successful"
"drop thirty pounds less thirty days see try absolutely cost remedyfrcomindexphpkeydjqpwgdauzcszhrjwbmsgg","drop thirty pounds less thirty days see try absolutely cost remedyfrcomindexphpkeydjqpwgdauzcszhrjwbmsgg",0.9928115010261536,0.9928115010261536,0,0,1,1,"Skipped"
"otc entire store valid [[today]] voted store reply stop end","otc entire store valid [[sonntag]] voted store reply stop end",0.004964113235473633,0.8924261331558228,1,0,1,46,"Successful"
"frm smsidiymvqit msgnetflix refunding remaining time claim hr smsidiymvqit","frm smsidiymvqit msgnetflix refunding remaining time claim hr smsidiymvqit",0.7929312586784363,0.7929312586784363,0,0,1,1,"Skipped"
"[[urgent]] dear flpkart [[customer]] [[trying]] [[contact]] [[last]] [[weekends]] [[draw]] [[shows]] wn [[rs]] [[prize]] [[guaranteed]] [[call]] [[claim]] [[code]] [[lucky]] [[valid]] [[hrs]]","[[quick]] dear flpkart [[shoppers]] [[wish]] [[telephoning]] [[latest]] [[weekend]] [[attract]] [[show]] wn [[p]] [[pricing]] [[uphold]] [[calls]] [[saying]] [[coded]] [[happy]] [[true]] [[hour]]",1.6510486602783203e-05,0.5312677621841431,1,0,1,389,"Successful"
"netflix payment [[completed]] keep access service update payment method please visit","netflix payment [[played]] keep access service update payment method please visit",0.31315910816192627,0.7329968214035034,1,0,1,56,"Successful"
"todays vodafone [[numbers]] [[ending]] [[selected]] receive [[rs]] [[award]] [[match]] please [[call]] [[quoting]] [[claim]] [[code]] [[standard]] [[rates]] apply","todays vodafone [[behalf]] [[stop]] [[selections]] receive [[s]] [[prices]] [[paired]] please [[please]] [[citations]] [[calls]] [[codes]] [[lambda]] [[fare]] apply",1.8477439880371094e-05,0.012571990489959717,1,1,1,429,"Failed"
"[[great]] [[news]] [[call]] freefone [[claim]] [[guaranteed]] £ [[cash]] £ [[gift]] [[speak]] live [[operator]]","[[awesome]] [[press]] [[phoned]] freefone [[demand]] [[secure]] £ [[dollar]] £ [[donated]] [[sermons]] live [[operandi]]",0.0019786953926086426,0.7682769894599915,1,0,1,324,"Successful"
"[[tax]] [[refund]] � ready [[claimed]] [[access]] refund follow steps [[required]] httpbitdoclaimtax","[[royalty]] [[comeback]] � ready [[says]] [[joining]] refund follow steps [[suffice]] httpbitdoclaimtax",0.0004817843437194824,0.0409277081489563,1,1,1,293,"Failed"
"please [[call]] [[customer]] service [[representative]] freephone ampm [[guaranteed]] £ [[cash]] £ [[prize]]","please [[demand]] [[subscriptions]] service [[reflecting]] freephone ampm [[sure]] £ [[dollar]] £ [[freebie]]",0.00011444091796875,0.04202008247375488,1,1,1,180,"Failed"
"englishvocabulary ululate [[mourn]] loudly shrilly ad unlimited free calls [[mobile]] try today share wid frnd","englishvocabulary ululate [[grieve]] loudly shrilly ad unlimited free calls [[moveable]] try today share wid frnd",0.018919706344604492,0.5275514125823975,1,0,1,74,"Successful"
"[[atm]] blockdear [[customer]] due [[system]] [[upgrade]] atm [[card]] blcked [[reactivate]] [[call]] [[customer]] [[care]] [[help]]","[[abm]] blockdear [[shoppers]] due [[programmes]] [[freshen]] atm [[postcard]] blcked [[restart]] [[called]] [[shoppers]] [[welfare]] [[helping]]",2.682209014892578e-05,0.5697935223579407,1,0,1,285,"Successful"
"[[dear]] [[customer]] pyatm [[wallet]] booked [[hold]] [[amount]] please [[complete]] kyc contact [[customer]] [[care]]","[[pumpkin]] [[talkers]] pyatm [[paperback]] booked [[keep]] [[volumes]] please [[full]] kyc contact [[shoppers]] [[compassion]]",7.015466690063477e-05,0.8209636807441711,1,0,1,188,"Successful"
"usps package [[arrived]] [[warehouse]] could [[delivered]] due [[incomplete]] address [[information]] please [[confirm]] [[address]] link please reply [[exit]] [[text]] [[message]] [[open]] [[activate]] [[link]] [[copy]] [[link]] open safari [[browser]]","usps package [[comes]] [[storefront]] could [[shipped]] due [[partial]] address [[informations]] please [[emphasizing]] [[answer]] link please reply [[outgoing]] [[editorial]] [[mail]] [[unlock]] [[permitting]] [[connect]] [[print]] [[links]] open safari [[marine]]",0.03632694482803345,0.17316704988479614,1,1,1,691,"Failed"
"[[vehicle]] driver historyhas [[updated]] ryxdiscod","[[che]] driver historyhas [[refreshing]] ryxdiscod",0.0004837512969970703,0.9999768137931824,1,0,1,67,"Successful"
"goldviking inviting friend reply yes see stop send stop frnd","goldviking inviting friend reply yes see stop send stop frnd",0.9873042702674866,0.9873042702674866,0,0,1,1,"Skipped"
"todays vodafone [[numbers]] [[ending]] [[selected]] receive [[rs]] [[award]] [[match]] please [[call]] [[quoting]] [[claim]] [[code]] [[standard]] [[rates]] apply","todays vodafone [[behalf]] [[stop]] [[selections]] receive [[s]] [[prices]] [[paired]] please [[please]] [[citations]] [[calls]] [[codes]] [[lambda]] [[fare]] apply",1.8477439880371094e-05,0.012571990489959717,1,1,1,429,"Failed"
"win £ cash prize prize worth £","win £ cash prize prize worth £",0.8472921252250671,0.8472921252250671,0,0,1,1,"Skipped"
"[[gent]] [[trying]] [[contact]] [[last]] [[weekends]] [[draw]] [[shows]] £ [[prize]] [[guaranteed]] call [[claim]] [[code]] k [[valid]] [[hrs]] ppm","[[dandy]] [[wants]] [[calling]] [[yesteryear]] [[weekend]] [[attract]] [[show]] £ [[premiums]] [[bumpers]] call [[saying]] [[scrambling]] k [[decent]] [[hours]] ppm",1.6748905181884766e-05,0.05148160457611084,1,1,1,366,"Failed"
"receive tax [[refund]] [[process]] due [[incomplete]] [[personal]] [[information]] order expedite [[processing]] [[refund]] avoid [[potential]] delays penalties please provide accurate [[personal]] [[information]] [[immediately]] [[ensure]] [[precise]] [[payment]] deadline november please reply [[exit]] message [[reopen]] message [[activate]] [[link]] copy [[link]] open [[safari]] [[browser]] thank [[cooperation]] sincerely","receive tax [[payout]] [[address]] due [[insufficient]] [[individual]] [[info]] order expedite [[therapy]] [[payout]] avoid [[eventual]] delays penalties please provide accurate [[individual]] [[info]] [[quickly]] [[convince]] [[actual]] [[payer]] deadline november please reply [[quit]] message [[fath]] message [[activated]] [[ties]] copy [[tie]] open [[safaris]] [[scouts]] thank [[jobs]] sincerely",0.0011091232299804688,0.5084052085876465,1,0,1,639,"Successful"
"nokia take part send nokia hgsuitelands rowwjhl","nokia take part send nokia hgsuitelands rowwjhl",0.9999590516090393,0.9999590516090393,0,0,1,1,"Skipped"
"please [[call]] immediately urgent [[message]] waiting","please [[ask]] immediately urgent [[msg]] waiting",0.00014322996139526367,0.7438909411430359,1,0,1,89,"Successful"
"access amazon [[account]] limited due [[unusual]] [[activity]] [[login]] [[blocked]] [[device]] mobile safari [[iphone]] [[os]] [[restore]] account [[click]] [[link]] [[verify]] account within hours [[amaz]]","access amazon [[bookkeeping]] limited due [[amazing]] [[event]] [[checkin]] [[hobbled]] [[facilities]] mobile safari [[facebook]] [[bones]] [[rehabilitation]] account [[select]] [[links]] [[checkups]] account within hours [[beautif]]",0.0001361370086669922,0.16268104314804077,1,1,1,516,"Failed"
"[[nationwide]] [[noticed]] debit card [[recently]] used [[apple]] [[online]] [[store]] gbp please [[urgently]] [[call]] [[fraud]] preventaion intl [[reply]] sms","[[nationally]] [[been]] debit card [[lately]] used [[apples]] [[web]] [[hypermarket]] gbp please [[quickly]] [[request]] [[phoney]] preventaion intl [[solution]] sms",3.1054019927978516e-05,0.01899188756942749,1,1,1,252,"Failed"
"usps [[package]] [[arrived]] [[warehouse]] [[delivered]] due incomplete address [[information]] please [[confirm]] [[address]] [[link]] please [[reply]] [[exit]] thesms [[open]] sms activationlink [[copy]] [[link]] tosafari browser open us postal [[team]] wishesyou [[wonderful]] [[day]]","usps [[bundled]] [[comes]] [[drugstore]] [[offer]] due incomplete address [[info]] please [[validate]] [[answer]] [[connectivity]] please [[answer]] [[output]] thesms [[openness]] sms activationlink [[print]] [[linked]] tosafari browser open us postal [[pcs]] wishesyou [[awesome]] [[nowadays]]",0.004210948944091797,0.08643090724945068,1,1,1,614,"Failed"
"[[mila]] [[age]] [[blonde]] [[new]] [[uk]] [[look]] [[sex]] uk [[guys]] [[u]] like [[fun]] [[text]] mtalk pptxt [[st]] free £ [[increments]] [[help]]","[[gwyneth]] [[elders]] [[blonds]] [[latest]] [[english]] [[contemplate]] [[gender]] uk [[boyfriend]] [[ryu]] like [[entertainment]] [[schoolbooks]] mtalk pptxt [[street]] free £ [[installments]] [[aiding]]",4.8100948333740234e-05,0.259488046169281,1,1,1,337,"Failed"
"private [[account]] [[statement]] [[shows]] unredeemed [[bonus]] [[points]] [[claim]] [[call]] identifier code [[expires]]","private [[ledgers]] [[speech]] [[exemplifies]] unredeemed [[satisfaction]] [[items]] [[allege]] [[plea]] identifier code [[expiry]]",2.4139881134033203e-05,0.0002856254577636719,1,1,1,301,"Failed"
"dear sir bank card blocked [[updated]] yet want update atm card please [[contact]]","dear sir bank card blocked [[moderne]] yet want update atm card please [[coordinating]]",0.004412293434143066,0.8730273842811584,1,0,1,71,"Successful"
"freemsg todays day ready im live town love sex fun games netcollex [[ltd]] p per msg reply stop end","freemsg todays day ready im live town love sex fun games netcollex [[scant]] p per msg reply stop end",0.23466551303863525,0.6701622009277344,1,0,1,21,"Successful"
"uw ing bankieren app bevat verouderde plugins klik hieronder om de beveiligde versie te downloaden","uw ing bankieren app bevat verouderde plugins klik hieronder om de beveiligde versie te downloaden",0.9940220713615417,0.9940220713615417,0,0,1,1,"Skipped"
"[[dear]] vdafne customeryou [[winner]] [[guaranteed]] caller [[prize]] final [[attempt]] [[contact]] [[claim]] call","[[invaluable]] vdafne customeryou [[conqueror]] [[assure]] caller [[awards]] final [[search]] [[call]] [[request]] call",2.2113323211669922e-05,0.000948488712310791,1,1,1,322,"Failed"
"[[winner]] [[u]] [[specially]] [[selected]] receive £ [[holiday]] [[flights]] [[inc]] speak live [[operator]] [[claim]] pmin","[[win]] [[umm]] [[primarily]] [[options]] receive £ [[intermission]] [[trip]] [[serv]] speak live [[operating]] [[calls]] pmin",1.990795135498047e-05,0.22226440906524658,1,1,1,258,"Failed"
"receive [[tax]] [[refund]] [[process]] due [[incomplete]] [[personal]] [[information]] please [[confirm]] [[information]] [[link]] please [[reply]] [[exit]] sms open sms [[activation]] [[link]] [[copy]] [[link]] open safari [[browser]] [[mission]] [[irs]] help [[american]] [[taxpayers]] [[understand]] [[meet]] tax [[obligations]] [[provide]] [[highest]] [[quality]] service","receive [[charge]] [[payback]] [[handled]] due [[insufficient]] [[individual]] [[info]] please [[prove]] [[info]] [[connect]] please [[answer]] [[outing]] sms open sms [[empowerment]] [[connect]] [[reprint]] [[attach]] open safari [[marine]] [[remit]] [[dci]] help [[usa]] [[payers]] [[confess]] [[answer]] tax [[debt]] [[offers]] [[most]] [[calibre]] service",3.701448440551758e-05,0.10241985321044922,1,1,1,873,"Failed"
"chance reality fantasy show call p per min ntt ltd po box croydon cr wb national rate call","chance reality fantasy show call p per min ntt ltd po box croydon cr wb national rate call",0.8554524779319763,0.8554524779319763,0,0,1,1,"Skipped"
"usps [[package]] [[arrived]] [[warehouse]] [[delivered]] due [[incomplete]] address [[information]] please [[confirm]] [[address]] link within [[hours]] please [[reply]] [[exit]] sms [[open]] sms [[activation]] link [[copy]] [[link]] safari [[browser]] open us postal [[team]] [[wishes]] [[wonderful]] day","usps [[packaged]] [[comes]] [[drugstore]] [[shipped]] due [[partial]] address [[info]] please [[emphasizing]] [[answer]] link within [[spells]] please [[response]] [[left]] sms [[unlock]] sms [[activated]] link [[versions]] [[connect]] safari [[navigate]] open us postal [[panel]] [[wanna]] [[marvelous]] day",0.04307597875595093,0.5169633030891418,1,0,1,718,"Successful"
"[[urgent]] [[message]] cibc [[account]] [[holder]] [[kindly]] [[login]] [[secure]] server check [[information]]� pianostudiocomcibcfullzinternet [[support]]","[[quick]] [[msg]] cibc [[count]] [[owns]] [[softly]] [[register]] [[protections]] server check [[report]]� pianostudiocomcibcfullzinternet [[supported]]",0.00018918514251708984,0.4620131850242615,1,1,1,316,"Failed"
"please [[call]] [[customer]] [[service]] representative ampm wn [[guaranteed]] [[cash]] [[prize]] [[rs]] flpkart [[team]]","please [[require]] [[audience]] [[serve]] representative ampm wn [[bumpers]] [[crate]] [[premium]] [[p]] flpkart [[equipment]]",1.4007091522216797e-05,0.6338911652565002,1,0,1,225,"Successful"
"[[guaranteed]] £ award even £ cashto [[claim]] ur award [[call]] free stop getstop [[php]] [[rg]] jx","[[assuring]] £ award even £ cashto [[ask]] ur award [[invited]] free stop getstop [[asp]] [[gr]] jx",8.20159912109375e-05,0.9344422221183777,1,0,1,158,"Successful"
"dont forget place many free requests stchoicecouk wish information [[call]]","dont forget place many free requests stchoicecouk wish information [[ask]]",0.1544613242149353,0.9999600648880005,1,0,1,61,"Successful"
"[[chase]] bank alert [[detected]] [[unusual]] [[attempt]] [[mall]] dr [[unit]] obo [[jersey]] [[city]] nj please [[use]] [[secured]] [[link]] [[verify]] [[identity]] secure [[account]]","[[quest]] bank alert [[identification]] [[specific]] [[search]] [[store]] dr [[driving]] obo [[blouse]] [[downtown]] nj please [[operated]] [[secure]] [[contacted]] [[monitored]] [[branding]] secure [[accounts]]",0.00015437602996826172,0.037045419216156006,1,1,1,520,"Failed"
"free entry grprizes wkly comp chance win latest nokia psp £ cash every wktxt great http","free entry grprizes wkly comp chance win latest nokia psp £ cash every wktxt great http",0.9955540895462036,0.9955540895462036,0,0,1,1,"Skipped"
"free gift waiting collected simply call","free gift waiting collected simply call",0.977907121181488,0.977907121181488,0,0,1,1,"Skipped"
"[[important]] [[message]] [[final]] [[contact]] [[attempt]] [[important]] [[messages]] [[waiting]] [[customer]] [[claims]] [[dept]] [[expires]] call","[[big]] [[announcements]] [[semifinal]] [[touch]] [[search]] [[instrumental]] [[mails]] [[pending]] [[subscriptions]] [[request]] [[peel]] [[finishes]] call",0.0001303553581237793,0.8099026679992676,1,0,1,407,"Successful"
