"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"[[vehicle]] driver historyhas [[updated]] ryxdiscod","[[che]] driver historyhas [[upgrades]] ryxdiscod",0.0007207989692687988,0.9996769428253174,1,0,1,67,"Successful"
"goldviking [[inviting]] friend reply yes see stop send stop frnd","goldviking [[prays]] friend reply yes see stop send stop frnd",0.41061168909072876,0.998252272605896,1,0,1,58,"Successful"
"todays vodafone [[numbers]] ending [[selected]] [[receive]] [[rs]] [[award]] [[match]] please [[call]] [[quoting]] [[claim]] code standard [[rates]] [[apply]]","todays vodafone [[name]] ending [[clicking]] [[perceive]] [[s]] [[stipend]] [[correspond]] please [[phoned]] [[reference]] [[calls]] code standard [[rhythm]] [[applied]]",2.950429916381836e-05,0.0007784366607666016,1,1,1,429,"Failed"
"win £ cash [[prize]] prize worth £","win £ cash [[nobel]] prize worth £",0.37819480895996094,0.6124429702758789,1,0,1,43,"Successful"
"[[gent]] [[trying]] [[contact]] [[last]] [[weekends]] [[draw]] [[shows]] £ [[prize]] [[guaranteed]] [[call]] [[claim]] [[code]] k [[valid]] hrs ppm","[[aalst]] [[effort]] [[approached]] [[latest]] [[week]] [[attract]] [[showed]] £ [[prices]] [[security]] [[asked]] [[demand]] [[cipher]] k [[good]] hrs ppm",2.5928020477294922e-05,0.006004750728607178,1,1,1,365,"Failed"
"receive tax [[refund]] process due incomplete personal [[information]] order [[expedite]] [[processing]] [[refund]] avoid potential delays penalties please provide [[accurate]] [[personal]] [[information]] [[immediately]] [[ensure]] [[precise]] payment [[deadline]] [[november]] please [[reply]] [[exit]] [[message]] [[reopen]] [[message]] [[activate]] [[link]] [[copy]] [[link]] open [[safari]] [[browser]] [[thank]] [[cooperation]] [[sincerely]]","receive tax [[remission]] process due incomplete personal [[report]] order [[expedited]] [[conversion]] [[reimbursement]] avoid potential delays penalties please provide [[specific]] [[individual]] [[report]] [[easily]] [[gage]] [[certain]] payment [[deadlines]] [[october]] please [[answer]] [[egress]] [[mail]] [[fath]] [[msg]] [[authorizes]] [[liens]] [[reprint]] [[contacts]] open [[safaris]] [[finder]] [[thanks]] [[trabajo]] [[openly]]",0.00112229585647583,0.13435399532318115,1,1,1,1154,"Failed"
"nokia take part send nokia hgsuitelands rowwjhl","nokia take part send nokia hgsuitelands rowwjhl",0.9996650218963623,0.9996650218963623,0,0,1,1,"Skipped"
"please call [[immediately]] [[urgent]] [[message]] [[waiting]]","please call [[soon]] [[thereupon]] [[announcements]] [[hope]]",5.0127506256103516e-05,0.9261978268623352,1,0,1,136,"Successful"
"access amazon [[account]] [[limited]] due [[unusual]] [[activity]] [[login]] [[blocked]] [[device]] [[mobile]] safari [[iphone]] [[os]] [[restore]] account [[click]] [[link]] [[verify]] account within hours [[amaz]]","access amazon [[gl]] [[restricted]] due [[uncommon]] [[operated]] [[checkin]] [[lock]] [[facilities]] [[cell]] safari [[facebook]] [[eo]] [[regain]] account [[select]] [[connecting]] [[control]] account within hours [[beautif]]",0.0004960298538208008,0.20150840282440186,1,1,1,516,"Failed"
"nationwide [[noticed]] debit card recently used [[apple]] online store gbp please [[urgently]] [[call]] [[fraud]] preventaion intl reply sms","nationwide [[been]] debit card recently used [[apples]] online store gbp please [[soon]] [[invite]] [[frode]] preventaion intl reply sms",9.28640365600586e-05,0.5949749946594238,1,0,1,127,"Successful"
"usps [[package]] [[arrived]] [[warehouse]] [[delivered]] due [[incomplete]] [[address]] [[information]] please [[confirm]] [[address]] [[link]] please [[reply]] [[exit]] thesms open sms activationlink [[copy]] [[link]] tosafari [[browser]] open us postal [[team]] wishesyou [[wonderful]] [[day]]","usps [[pack]] [[comes]] [[storehouse]] [[shipped]] due [[partial]] [[dissipating]] [[informations]] please [[reiterate]] [[answer]] [[linked]] please [[response]] [[leaving]] thesms open sms activationlink [[versions]] [[linked]] tosafari [[navigator]] open us postal [[pcs]] wishesyou [[awesome]] [[nowadays]]",0.0017195343971252441,0.1492406725883484,1,1,1,612,"Failed"
"mila [[age]] [[blonde]] [[new]] [[uk]] [[look]] [[sex]] [[uk]] [[guys]] [[u]] like [[fun]] [[text]] mtalk pptxt st [[free]] £ [[increments]] help","mila [[elder]] [[buxom]] [[latest]] [[english]] [[worm]] [[citizenship]] [[english]] [[mercs]] [[woo]] like [[amuse]] [[version]] mtalk pptxt st [[rid]] £ [[widens]] help",5.65648078918457e-05,0.6787024736404419,1,0,1,282,"Successful"
"private [[account]] [[statement]] [[shows]] unredeemed [[bonus]] [[points]] [[claim]] [[call]] identifier code [[expires]]","private [[accounting]] [[assertions]] [[show]] unredeemed [[payoff]] [[issues]] [[invoking]] [[convening]] identifier code [[concluded]]",3.0875205993652344e-05,0.00041168928146362305,1,1,1,301,"Failed"
"dear sir bank card [[blocked]] [[updated]] yet want [[update]] [[atm]] card please contact","dear sir bank card [[blockade]] [[current]] yet want [[current]] [[abm]] card please contact",0.00036084651947021484,0.9834808111190796,1,0,1,96,"Successful"
"freemsg todays day ready im live town love sex fun games netcollex [[ltd]] [[p]] per msg reply stop end","freemsg todays day ready im live town love sex fun games netcollex [[scant]] [[w]] per msg reply stop end",0.10247135162353516,0.5002517700195312,1,0,1,31,"Successful"
"uw ing bankieren app bevat verouderde plugins klik hieronder om de beveiligde versie te downloaden","uw ing bankieren app bevat verouderde plugins klik hieronder om de beveiligde versie te downloaden",0.9985482692718506,0.9985482692718506,0,0,1,1,"Skipped"
"dear vdafne customeryou [[winner]] [[guaranteed]] [[caller]] [[prize]] [[final]] [[attempt]] [[contact]] [[claim]] [[call]]","dear vdafne customeryou [[win]] [[gage]] [[pastor]] [[freebie]] [[latest]] [[effort]] [[ties]] [[ask]] [[invited]]",3.844499588012695e-05,0.9935159087181091,1,0,1,315,"Successful"
"[[winner]] [[u]] [[specially]] [[selected]] [[receive]] £ [[holiday]] [[flights]] [[inc]] [[speak]] live [[operator]] [[claim]] pmin","[[win]] [[umm]] [[mainly]] [[take]] [[enjoys]] £ [[festival]] [[vole]] [[serv]] [[schmooze]] live [[operating]] [[calls]] pmin",2.1338462829589844e-05,0.26087212562561035,1,1,1,258,"Failed"
"receive [[tax]] [[refund]] [[process]] due [[incomplete]] [[personal]] [[information]] please [[confirm]] [[information]] [[link]] please [[reply]] [[exit]] sms open sms [[activation]] [[link]] [[copy]] [[link]] open safari [[browser]] [[mission]] irs help [[american]] [[taxpayers]] [[understand]] meet tax [[obligations]] [[provide]] [[highest]] [[quality]] service","receive [[royalties]] [[returned]] [[handled]] due [[sketchy]] [[individual]] [[report]] please [[substantiate]] [[report]] [[connect]] please [[answer]] [[left]] sms open sms [[activated]] [[related]] [[reprint]] [[connect]] open safari [[navigating]] [[chore]] irs help [[usa]] [[payers]] [[confess]] meet tax [[pledge]] [[bring]] [[haut]] [[caliber]] service",4.07099723815918e-05,0.10864073038101196,1,1,1,871,"Failed"
"chance [[reality]] [[fantasy]] show call p per min ntt ltd po box croydon cr wb national rate call","chance [[realities]] [[whim]] show call p per min ntt ltd po box croydon cr wb national rate call",0.13767021894454956,0.7327355742454529,1,0,1,70,"Successful"
"usps [[package]] [[arrived]] [[warehouse]] [[delivered]] due [[incomplete]] [[address]] information please [[confirm]] address [[link]] within hours please reply [[exit]] sms open [[sms]] [[activation]] [[link]] [[copy]] [[link]] safari [[browser]] open us postal [[team]] [[wishes]] [[wonderful]] [[day]]","usps [[batch]] [[get]] [[drugstore]] [[shipped]] due [[unfulfilled]] [[answer]] information please [[attest]] address [[connect]] within hours please reply [[leave]] sms open [[dt]] [[allowed]] [[linked]] [[versions]] [[contact]] safari [[explorer]] open us postal [[pc]] [[yearns]] [[great]] [[nowadays]]",0.02403336763381958,0.1576828956604004,1,1,1,734,"Failed"
"[[urgent]] message cibc [[account]] [[holder]] [[kindly]] login [[secure]] server check information� pianostudiocomcibcfullzinternet support","[[fast]] message cibc [[gl]] [[malek]] [[quietly]] login [[protected]] server check information� pianostudiocomcibcfullzinternet support",5.251169204711914e-05,0.7452133893966675,1,0,1,144,"Successful"
"please [[call]] [[customer]] service representative ampm wn [[guaranteed]] [[cash]] [[prize]] rs flpkart team","please [[exhort]] [[subscriber]] service representative ampm wn [[bumpers]] [[fund]] [[primes]] rs flpkart team",2.8848648071289062e-05,0.10247910022735596,1,1,1,225,"Failed"
"[[guaranteed]] £ [[award]] even £ cashto [[claim]] ur [[award]] [[call]] free stop getstop [[php]] [[rg]] jx","[[surety]] £ [[allot]] even £ cashto [[say]] ur [[allot]] [[invited]] free stop getstop [[pha]] [[gr]] jx",0.00019103288650512695,0.9224690198898315,1,0,1,208,"Successful"
"dont forget place many free requests stchoicecouk wish information [[call]]","dont forget place many free requests stchoicecouk wish information [[invite]]",0.12342339754104614,0.9969050288200378,1,0,1,61,"Successful"
"[[chase]] bank [[alert]] [[detected]] [[unusual]] [[attempt]] [[mall]] dr [[unit]] obo [[jersey]] [[city]] [[nj]] please use [[secured]] [[link]] [[verify]] [[identity]] [[secure]] [[account]]","[[lov]] bank [[notified]] [[faced]] [[superb]] [[search]] [[mul]] dr [[drive]] obo [[sweatshirt]] [[shing]] [[rahway]] please use [[security]] [[contact]] [[policed]] [[ids]] [[surer]] [[accounts]]",0.0001639723777770996,0.5308215618133545,1,0,1,507,"Successful"
"free entry grprizes wkly comp chance win latest nokia psp £ cash every wktxt great http","free entry grprizes wkly comp chance win latest nokia psp £ cash every wktxt great http",0.9987485408782959,0.9987485408782959,0,0,1,1,"Skipped"
"free gift waiting collected simply call","free gift waiting collected simply call",0.8425803184509277,0.8425803184509277,0,0,1,1,"Skipped"
"[[important]] [[message]] [[final]] [[contact]] [[attempt]] [[important]] [[messages]] [[waiting]] [[customer]] [[claims]] dept [[expires]] [[call]]","[[notable]] [[notification]] [[last]] [[call]] [[wants]] [[major]] [[notification]] [[pending]] [[subscriptions]] [[request]] dept [[finishes]] [[request]]",7.861852645874023e-05,0.2907634973526001,1,1,1,455,"Failed"
"last chance claim ur £ worth discount vouchers today text shop savamob offers mobile [[cs]] savamob pobox muz £ sub","last chance claim ur £ worth discount vouchers today text shop savamob offers mobile [[sa]] savamob pobox muz £ sub",0.06218928098678589,0.9208391308784485,1,0,1,26,"Successful"
"want new video phone anytime network mins inclusive video calls downloads per week free deltomorrow call reply","want new video phone anytime network mins inclusive video calls downloads per week free deltomorrow call reply",0.9859994053840637,0.9859994053840637,0,0,1,1,"Skipped"
"[[dear]] paytm [[customer]] paytm kyc [[expired]] [[contact]] [[customer]] care [[immediately]] [[account]] [[block]] within hr [[thank]] paytm [[team]]","[[invaluable]] paytm [[subscriptions]] paytm kyc [[lapses]] [[inform]] [[purchaser]] care [[squarely]] [[counts]] [[impedes]] within hr [[tributes]] paytm [[appliance]]",6.711483001708984e-05,0.0010554194450378418,1,1,1,296,"Failed"
"please [[call]] [[customer]] service [[representative]] freephone ampm [[guaranteed]] £ [[cash]] £ [[prize]]","please [[ask]] [[subscriptions]] service [[reflecting]] freephone ampm [[incidental]] £ [[dollar]] £ [[cost]]",7.194280624389648e-05,0.03292238712310791,1,1,1,180,"Failed"
"mystery shopper job offer available area earn per taskread apply","mystery shopper job offer available area earn per taskread apply",0.8536069393157959,0.8536069393157959,0,0,1,1,"Skipped"
"txt call [[claim]] [[reward]] hours talk time use phone subscribegbpmnth inc hrs stoptxtstop","txt call [[say]] [[freebie]] hours talk time use phone subscribegbpmnth inc hrs stoptxtstop",0.0004235506057739258,0.6944879293441772,1,0,1,107,"Successful"
"[[delivery]] [[service]] [[provide]] [[correct]] [[delivery]] [[address]] [[avoid]] [[delay]] [[receiving]] [[goods]] due [[incomplete]] [[door]] [[number]] [[replying]] [[ok]] [[reconfirm]] [[address]] please [[update]] [[timely]]","[[offer]] [[services]] [[give]] [[proper]] [[offered]] [[handled]] [[shirk]] [[agonize]] [[homepage]] [[foodstuffs]] due [[sketchy]] [[mun]] [[batches]] [[serve]] [[yeah]] [[restate]] [[meet]] please [[current]] [[succinctly]]",4.0531158447265625e-05,0.39177948236465454,1,1,1,584,"Failed"
"receive [[tax]] [[refund]] [[process]] due [[incomplete]] [[personal]] information please [[confirm]] information [[link]] [[mission]] [[irs]] help american [[taxpayers]] [[understand]] [[meet]] [[tax]] [[obligations]] provi [[view]]","receive [[taxes]] [[payout]] [[dealt]] due [[defective]] [[individual]] information please [[emphasize]] information [[liens]] [[chores]] [[pi]] help american [[shareholders]] [[admit]] [[fulfil]] [[taxes]] [[obligation]] provi [[see]]",4.023313522338867e-05,0.057344794273376465,1,1,1,558,"Failed"
"[[important]] [[message]] westpac [[safety]] customers due [[recent]] covid [[virus]] customers [[required]] [[review]] update personal [[details]] [[unable]] use westpac [[services]] [[done]] please [[go]] https westpacmobileccupdate [[call]] us","[[main]] [[messaging]] westpac [[security]] customers due [[current]] covid [[viruses]] customers [[require]] [[revision]] update personal [[specification]] [[able]] use westpac [[utilities]] [[executed]] please [[went]] https westpacmobileccupdate [[vocation]] us",0.00033533573150634766,0.7535382509231567,1,0,1,417,"Successful"
"navyfederalgbfpqfor protection placed hold accountvisit verify","navyfederalgbfpqfor protection placed hold accountvisit verify",0.9431573152542114,0.9431573152542114,0,0,1,1,"Skipped"
"[[hi]] steven malone [[identified]] [[unusual]] activity account [[log]] via [[secure]] [[ink]] [[avoid]] account [[suspension]] httplnatwestauthxyz","[[hello]] steven malone [[define]] [[odd]] activity account [[register]] via [[security]] [[coloring]] [[stave]] account [[halt]] httplnatwestauthxyz",0.000826716423034668,0.8479801416397095,1,0,1,298,"Successful"
"dear friend bitcoin trading study group","dear friend bitcoin trading study group",0.9974310994148254,0.9974310994148254,0,0,1,1,"Skipped"
"amazoncom amazon otp [[share]] anyone [[didnt]] [[make]] request [[login]] verif otherwise ignore [[message]] amazon [[team]]","amazoncom amazon otp [[commons]] anyone [[theyre]] [[give]] request [[connect]] verif otherwise ignore [[mail]] amazon [[chore]]",0.004663646221160889,0.30549323558807373,1,1,1,255,"Failed"
"[[urgent]] [[nd]] [[attempt]] [[contact]] uu £[[call]] [[b]] tcsbcmwcnxxcallcostppmmobilesvary [[max]]£","[[quick]] [[dn]] [[strove]] [[call]] uu £[[wondering]] [[iv]] tcsbcmwcnxxcallcostppmmobilesvary [[tops]]£",0.0001232624053955078,0.1185569167137146,1,1,1,170,"Failed"
"name theresa milion [[dollar]] transfer charity work help poor ones ur place india contact memeatheresamariegmailcom","name theresa milion [[renminbi]] transfer charity work help poor ones ur place india contact memeatheresamariegmailcom",0.06295287609100342,0.503473162651062,1,0,1,33,"Successful"
"dear passed interview average tk received every day contact","dear passed interview average tk received every day contact",0.9975603222846985,0.9975603222846985,0,0,1,1,"Skipped"
"todays vodafone [[numbers]] ending [[selected]] [[receive]] [[rs]] [[award]] [[match]] please [[call]] [[quoting]] [[claim]] code standard [[rates]] [[apply]]","todays vodafone [[name]] ending [[clicking]] [[perceive]] [[s]] [[stipend]] [[correspond]] please [[phoned]] [[reference]] [[calls]] code standard [[rhythm]] [[applied]]",2.950429916381836e-05,0.0007784366607666016,1,1,1,429,"Failed"
"[[rs]] [[mg]] federl [[return]] wsbn [[rs]] [[dont]] [[worry]] weii help fx itclick slutacidspp","[[r]] [[mils]] federl [[refund]] wsbn [[r]] [[theyre]] [[wory]] weii help fx itclick slutacidspp",0.0003173351287841797,0.8296668529510498,1,0,1,161,"Successful"
"[[urgent]] [[mobile]] [[awarded]] £ [[bonus]] caller [[prize]] [[final]] [[attempt]] [[contact]] u [[call]]","[[rapid]] [[cellular]] [[provided]] £ [[perk]] caller [[prices]] [[last]] [[search]] [[call]] u [[phone]]",2.002716064453125e-05,0.03560948371887207,1,1,1,303,"Failed"
"[[dear]] [[customer]] pyatm [[wallet]] [[booked]] hold [[amount]] please complete kyc [[contact]] [[customer]] [[care]]","[[luv]] [[subscribers]] pyatm [[paperback]] [[reservation]] hold [[volumes]] please complete kyc [[inform]] [[audience]] [[compassion]]",3.600120544433594e-05,0.25503671169281006,1,1,1,255,"Failed"
"[[want]] [[new]] [[video]] [[handset]] [[anytime]] network [[mins]] [[half]] [[price]] [[line]] rental [[camcorder]] [[reply]] [[call]] [[delivery]] [[tomorrow]]","[[wish]] [[nova]] [[movies]] [[cell]] [[awhile]] network [[minutes]] [[semester]] [[charge]] [[lineup]] rental [[cams]] [[interventions]] [[ask]] [[provide]] [[morning]]",0.0008217096328735352,0.23840641975402832,1,1,1,290,"Failed"
"usps package arrived warehouse delivered due incomplete address informationconfirm address link copy link safari browser open","usps package arrived warehouse delivered due incomplete address informationconfirm address link copy link safari browser open",0.9998975992202759,0.9998975992202759,0,0,1,1,"Skipped"
"free [[message]] [[activate]] free [[text]] [[messages]] replying [[message]] word free [[terms]] [[conditions]] [[visit]]","free [[msg]] [[allowed]] free [[wording]] [[notifications]] replying [[notifications]] word free [[articles]] [[ailments]] [[outing]]",9.971857070922852e-05,0.572285532951355,1,0,1,276,"Successful"
"sorry missed [[call]] lets talk time im","sorry missed [[ask]] lets talk time im",0.00023370981216430664,0.8350993394851685,1,0,1,23,"Successful"
"[[urgent]] [[mobile]] [[awarded]] £ [[bonus]] caller [[prize]] nd [[attempt]] [[contact]] [[call]] boxqu [[bt]] national [[rate]]","[[instant]] [[cellular]] [[received]] £ [[perk]] caller [[prices]] nd [[search]] [[calling]] [[calls]] boxqu [[lv]] national [[speed]]",2.0444393157958984e-05,0.017600536346435547,1,1,1,324,"Failed"
"usps package arrived warehouse delivered due incomplete address informationconfirm address link copy link safari browser open","usps package arrived warehouse delivered due incomplete address informationconfirm address link copy link safari browser open",0.9998975992202759,0.9998975992202759,0,0,1,1,"Skipped"
"[[important]] [[customer]] service [[announcement]] [[premier]] [[call]] freephone","[[big]] [[subscribers]] service [[publicize]] [[chancellor]] [[phone]] freephone",0.00021308660507202148,0.1589510440826416,1,1,1,177,"Failed"
"receive [[tax]] [[refund]] [[process]] due [[incomplete]] [[personal]] [[information]] please [[confirm]] [[information]] [[link]] please [[reply]] [[exit]] sms open sms [[activation]] [[link]] [[copy]] [[link]] open safari [[browser]] [[mission]] irs help [[american]] [[taxpayers]] [[understand]] meet tax [[obligations]] [[provide]] [[highest]] [[quality]] service","receive [[royalties]] [[returned]] [[handled]] due [[sketchy]] [[individual]] [[report]] please [[substantiate]] [[report]] [[connect]] please [[answer]] [[left]] sms open sms [[activated]] [[related]] [[reprint]] [[connect]] open safari [[navigating]] [[chore]] irs help [[usa]] [[payers]] [[confess]] meet tax [[pledge]] [[bring]] [[haut]] [[caliber]] service",4.07099723815918e-05,0.10864073038101196,1,1,1,871,"Failed"
"phone comprimised click link remove pbizzzcomjrci","phone comprimised click link remove pbizzzcomjrci",0.9968391060829163,0.9968391060829163,0,0,1,1,"Skipped"
"[[guaranteed]] £ [[cash]] £ [[prize]] [[claim]] yr [[prize]] [[call]] [[customer]] service [[representative]] ampm","[[gage]] £ [[fund]] £ [[fellowship]] [[petition]] yr [[scholarship]] [[exhort]] [[subscribers]] service [[represented]] ampm",5.7220458984375e-05,0.45144718885421753,1,1,1,274,"Failed"
"please [[call]] [[customer]] service representative ampm wn [[guaranteed]] [[cash]] [[prize]] rs flpkart team","please [[exhort]] [[subscriber]] service representative ampm wn [[bumpers]] [[fund]] [[primes]] rs flpkart team",2.8848648071289062e-05,0.10247910022735596,1,1,1,225,"Failed"
"[[valued]] [[customer]] [[pleased]] [[advise]] [[following]] [[recent]] review mobile [[awarded]] [[rs]] [[bonus]] [[prize]] [[call]]","[[appreciated]] [[audiences]] [[happy]] [[councilman]] [[follows]] [[latest]] review mobile [[allotted]] [[s]] [[awards]] [[awards]] [[urging]]",3.0100345611572266e-05,0.8011975884437561,1,0,1,317,"Successful"
"[[winner]] u [[specially]] [[selected]] [[receive]] £ [[cash]] [[holiday]] [[flights]] [[inc]] [[speak]] live [[operator]] [[claim]]","[[win]] u [[mainly]] [[took]] [[elicit]] £ [[fund]] [[shindig]] [[cruises]] [[ltd]] [[schmooze]] live [[operating]] [[requested]]",2.6047229766845703e-05,0.0786283016204834,1,1,1,289,"Failed"
"[[urgent]] dear flpkart [[customer]] [[trying]] [[contact]] last [[weekends]] draw [[shows]] wn [[rs]] [[prize]] [[guaranteed]] [[call]] [[claim]] [[code]] n [[valid]] hrs","[[forthwith]] dear flpkart [[shoppers]] [[striven]] [[inform]] last [[weekend]] draw [[show]] wn [[s]] [[prices]] [[sure]] [[asking]] [[asks]] [[cipher]] n [[good]] hrs",2.562999725341797e-05,0.6760447025299072,1,0,1,386,"Successful"
"[[winner]] [[specially]] [[selected]] [[receive]] £ [[cash]] £ [[award]] [[speak]] live [[operator]] [[claim]] [[call]] ampm [[cost]] [[p]]","[[win]] [[predominantly]] [[take]] [[earn]] £ [[money]] £ [[donations]] [[talk]] live [[operating]] [[ask]] [[praying]] ampm [[accusations]] [[w]]",6.42538070678711e-05,0.25540685653686523,1,1,1,407,"Failed"
"[[important]] information orange [[user]] xxxxxx today ur lucky day find log onto theres fantastic prizeawaiting","[[big]] information orange [[guests]] xxxxxx today ur lucky day find log onto theres fantastic prizeawaiting",5.8591365814208984e-05,0.5183712244033813,1,0,1,74,"Successful"
"usps [[package]] [[arrived]] warehouse [[delivered]] due [[incomplete]] address information please [[confirm]] [[address]] [[link]] within hours uspsuspsbgforg please [[reply]] [[exit]] sms open sms [[activation]] [[link]] copy [[link]] browser open us postal [[team]] [[wishes]] [[wonderful]] [[day]]","usps [[packets]] [[got]] warehouse [[sent]] due [[unfulfilled]] address information please [[reiterate]] [[addresses]] [[linked]] within hours uspsuspsbgforg please [[response]] [[sortie]] sms open sms [[enabler]] [[related]] copy [[connectivity]] browser open us postal [[groups]] [[wants]] [[delicious]] [[nowadays]]",0.010973215103149414,0.5155390501022339,1,0,1,691,"Successful"
"[[hold]] paytm [[amount]] sometime [[complete]] paytm kyc paytm [[office]] [[ph]]","[[keep]] paytm [[moneys]] sometime [[finish]] paytm kyc paytm [[secretariat]] [[ww]]",0.0001767873764038086,0.0016624927520751953,1,1,1,124,"Failed"
"[[winner]] [[valued]] network [[customer]] [[selected]] receivea £ [[prize]] [[reward]] [[claim]] [[call]] [[claim]] [[code]] kl [[valid]] [[hours]]","[[win]] [[importance]] network [[subscriptions]] [[take]] receivea £ [[cost]] [[benefits]] [[request]] [[please]] [[request]] [[scrambling]] kl [[proper]] [[hour]]",3.319978713989258e-05,0.15859657526016235,1,1,1,464,"Failed"
"ozow [[payment]] [[payment]] sent [[via]] sars annual [[return]] [[link]] payment creditcheque [[account]] fsp tcs [[apply]]","ozow [[pays]] [[payrolls]] sent [[during]] sars annual [[yields]] [[tied]] payment creditcheque [[cont]] fsp tcs [[enforced]]",0.00015777349472045898,0.0012116432189941406,1,1,1,328,"Failed"
