"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"[[urgent]] [[mobile]] £ [[bonus]] [[caller]] [[prize]] nd [[attempt]] [[reach]] [[call]] asap boxnqp ppm","[[rapid]] [[detachable]] £ [[primes]] [[pasteur]] [[sweepstakes]] nd [[striving]] [[fulfilment]] [[telephoning]] asap boxnqp ppm",3.5762786865234375e-06,0.008904218673706055,1,1,1,235,"Failed"
"xxxmobilemovieclub [[use]] [[credit]] [[click]] wap [[link]] next txt [[message]] click xxxmobilemovieclubcomnqjkgighjjgcbl","xxxmobilemovieclub [[accustomed]] [[debt]] [[opting]] wap [[binding]] next txt [[signaling]] click xxxmobilemovieclubcomnqjkgighjjgcbl",2.7000904083251953e-05,0.6088622808456421,1,0,1,166,"Successful"
"[[urgent]] mobile number awarded inr [[prize]] [[guaranteed]] [[call]] [[land]] line [[claim]] valid hrs","[[quick]] mobile number awarded inr [[sweepstakes]] [[segura]] [[please]] [[sol]] line [[say]] valid hrs",4.947185516357422e-06,0.9278109073638916,1,0,1,186,"Successful"
"[[biggest]] bogo [[specials]] otc [[get]] [[mind]] [[right]] reply stop [[end]]","[[greater]] bogo [[appetizers]] otc [[recieve]] [[bother]] [[appropriate]] reply stop [[culminates]]",1.3947486877441406e-05,0.6986060738563538,1,0,1,157,"Successful"
"[[urgent]] [[costa]] [[del]] [[sol]] [[holiday]] £ [[await]] [[collection]] [[call]] toclaim [[sae]] [[tc]] pobox [[stockport]] skxh [[cost]]£[[pm]] maxmins","[[rapid]] [[charges]] [[di]] [[floors]] [[vacation]] £ [[predicts]] [[compile]] [[calling]] toclaim [[cas]] [[ct]] pobox [[millwall]] skxh [[charging]]£[[h]] maxmins",4.0531158447265625e-06,0.6650707125663757,1,0,1,327,"Successful"
"usps [[package]] [[arrived]] warehouse delivered due [[incomplete]] address information please [[change]] address link pay usd link otherwise [[express]] [[returned]] usps [[team]]","usps [[packages]] [[get]] warehouse delivered due [[partial]] address information please [[evolve]] address link pay usd link otherwise [[openly]] [[reverted]] usps [[pcs]]",1.1265277862548828e-05,0.6101284027099609,1,0,1,218,"Successful"
"[[michael]] tinyurlcomyvnsel","[[macha]] tinyurlcomyvnsel",3.3974647521972656e-05,0.00029289722442626953,1,1,1,19,"Failed"
"amazon [[account]] locked recently [[received]] multiple failed [[login]] [[attempts]] account [[recovery]] [[account]] immediately click [[link]] bellow please [[take]] action account within hours avoid permanent suspension regards amazon service","amazon [[accounts]] locked recently [[got]] multiple failed [[connecting]] [[strove]] account [[resurgence]] [[bookkeeping]] immediately click [[liaison]] bellow please [[bears]] action account within hours avoid permanent suspension regards amazon service",0.13823634386062622,0.5954456329345703,1,0,1,250,"Successful"
"[[dear]] dave [[final]] notice [[collect]] [[tenerife]] [[holiday]] [[cash]] [[award]] [[call]] [[landline]] tcs [[sae]] [[box]] cwwx ppm","[[baby]] dave [[last]] notice [[compilation]] [[marbella]] [[intermission]] [[dollar]] [[concession]] [[calls]] [[fixed]] tcs [[cas]] [[disco]] cwwx ppm",3.7550926208496094e-06,0.6954988241195679,1,0,1,296,"Successful"
"[[urgent]] [[mobile]] [[number]] [[awarded]] £ [[prize]] [[guaranteed]] [[call]] [[land]] [[line]] [[claim]] [[valid]] hrs ppm","[[immediate]] [[removable]] [[sum]] [[conferred]] £ [[recompense]] [[insure]] [[contacting]] [[topography]] [[pursuant]] [[allege]] [[defensible]] hrs ppm",4.291534423828125e-06,6.282329559326172e-05,1,1,1,308,"Failed"
"[[package]] [[delivered]] due mismatching [[address]] please [[correct]] postalportalsite [[recieve]]","[[shitload]] [[render]] due mismatching [[solution]] please [[true]] postalportalsite [[get]]",1.2278556823730469e-05,0.99867182970047,1,0,1,176,"Successful"
"dear [[valued]] netflix user monthly automatic [[payment]] [[failed]] avoid [[services]] suspension restore acces join [[us]] netflixhelpsupportlpagescosupport","dear [[utility]] netflix user monthly automatic [[checkout]] [[error]] avoid [[conveniences]] suspension restore acces join [[we]] netflixhelpsupportlpagescosupport",2.3186206817626953e-05,0.5477516055107117,1,0,1,164,"Successful"
"[[want]] anytime network mins [[text]] new video [[phone]] five pounds per week call [[reply]] delivery [[tomorrow]]","[[would]] anytime network mins [[typed]] new video [[calls]] five pounds per week call [[overreaction]] delivery [[morgen]]",0.01311713457107544,0.6969486474990845,1,0,1,146,"Successful"
"[[unusual]] activity [[weve]] locked amazon account due unusual activity new [[login]] mozilla firefox system locked amazon account security reasons unlock amazon account please verify identity cdadbfe verify identity hours amazon account [[terminated]]","[[weird]] activity [[ihave]] locked amazon account due unusual activity new [[register]] mozilla firefox system locked amazon account security reasons unlock amazon account please verify identity cdadbfe verify identity hours amazon account [[interrupt]]",7.68899917602539e-06,0.962592363357544,1,0,1,186,"Successful"
"subject new device login login [[attempt]] amazon shopping [[made]] unknown browser please make sure following details correct authorizing login time february ip address browser mozilla firefox location texas usa details correct ignore sms click following link update account scnviovbvm update hours account automatically [[terminated]]","subject new device login login [[experiments]] amazon shopping [[doing]] unknown browser please make sure following details correct authorizing login time february ip address browser mozilla firefox location texas usa details correct ignore sms click following link update account scnviovbvm update hours account automatically [[finished]]",9.298324584960938e-06,0.7151384949684143,1,0,1,183,"Successful"
"membership [[hold]] [[using]] account normally [[need]] [[update]] trouble current billing information click [[link]] bellow update account regards netflix pte ltd","membership [[chocks]] [[consume]] account normally [[would]] [[newer]] trouble current billing information click [[tie]] bellow update account regards netflix pte ltd",0.0866619348526001,0.5403807163238525,1,0,1,179,"Successful"
"[[collect]] valentines weekend paris inc [[flight]] hotel £ [[prize]] [[guaranteed]] text paris","[[assemble]] valentines weekend paris inc [[flies]] hotel £ [[laureate]] [[seguro]] text paris",4.5299530029296875e-06,0.8566638231277466,1,0,1,102,"Successful"
"usps [[delivery]] [[completed]] due [[address]] [[validation]] issues access uspstrackotinfo [[assistance]] redelivery","usps [[execution]] [[finish]] due [[handle]] [[corroborate]] issues access uspstrackotinfo [[supports]] redelivery",1.71661376953125e-05,0.9341116547584534,1,0,1,182,"Successful"
"reply name address receive [[post]] [[weeks]] completely free [[accommodation]] various [[global]] locations php","reply name address receive [[mailing]] [[chou]] completely free [[hosting]] various [[worid]] locations php",2.0205974578857422e-05,0.9998572468757629,1,0,1,128,"Successful"
"brca","brca",0.00010573863983154297,0.00010573863983154297,1,1,1,2,"Failed"
"[[u]] [[secret]] [[admirer]] [[looking]] [[make]] [[contact]] ufind rreveal [[thinks]] [[ur]] specialcall","[[ni]] [[undeclared]] [[breather]] [[frisk]] [[furnishes]] [[telephoning]] ufind rreveal [[deems]] [[iz]] specialcall",5.9604644775390625e-06,0.00046771764755249023,1,1,1,207,"Failed"
"edd [[card]] closed due [[fraudulent]] transactions made account login ensure [[safety]] bitlycomhelpedd","edd [[diagram]] closed due [[disingenuous]] transactions made account login ensure [[guaranteeing]] bitlycomhelpedd",1.7881393432617188e-05,0.8189218640327454,1,0,1,67,"Successful"
"[[natalie]] [[f]] inviting friend reply yes see","[[natascha]] [[o]] inviting friend reply yes see",9.119510650634766e-06,0.9999660849571228,1,0,1,21,"Successful"
"please [[reply]] [[exit]] sms open sms activation link copy link open [[safari]] [[browser]] [[mission]] irs help [[american]] taxpayers [[understand]] meet tax [[obligations]] provide highest quality service","please [[answers]] [[depart]] sms open sms activation link copy link open [[safaris]] [[scouts]] [[liability]] irs help [[usa]] taxpayers [[understanding]] meet tax [[schoolwork]] provide highest quality service",7.152557373046875e-06,0.5532196760177612,1,0,1,222,"Successful"
"want explicit sex secs [[ring]] [[costs]] pmin","want explicit sex secs [[ringtone]] [[onus]] pmin",2.5033950805664062e-05,0.8588265180587769,1,0,1,71,"Successful"
"[[u]] [[secret]] [[admirer]] [[looking]] [[make]] [[contact]] ufind rreveal [[thinks]] [[ur]] specialcall stopsms","[[ni]] [[unlisted]] [[breather]] [[frisk]] [[furnishes]] [[telephoning]] ufind rreveal [[deems]] [[iz]] specialcall stopsms",5.7220458984375e-06,0.9600937366485596,1,0,1,208,"Successful"
"[[urgent]] [[urgent]] free flights [[europe]] give away call b th sept take friend free call [[claim]] bannfwflyppm","[[punctual]] [[imperative]] free flights [[europa]] give away call b th sept take friend free call [[invoking]] bannfwflyppm",9.298324584960938e-06,0.8553686141967773,1,0,1,93,"Successful"
"wells attention [[c]] go","wells attention [[ter]] go",3.0100345611572266e-05,0.9999865889549255,1,0,1,13,"Successful"
"receive tax [[refund]] process due incomplete [[personal]] information please [[confirm]] information [[link]] [[mission]] [[irs]] [[help]] [[american]] [[taxpayers]] understand meet tax [[obligations]] provide [[highest]] quality [[service]] preview [[available]] [[pm]]","receive tax [[revert]] process due incomplete [[interpersonal]] information please [[ensures]] information [[liens]] [[mandates]] [[pri]] [[allow]] [[usa]] [[payers]] understand meet tax [[responsibilities]] provide [[haut]] quality [[department]] preview [[affordable]] [[afternoon]]",4.708766937255859e-06,0.9679316878318787,1,0,1,356,"Successful"
"citi blocked account due unusual activity please visit [[verify]] [[account]]","citi blocked account due unusual activity please visit [[exam]] [[gl]]",0.02343308925628662,0.997902512550354,1,0,1,76,"Successful"
"[[u]] [[r]] [[winner]] [[u]] [[ave]] [[specially]] [[selected]] receive £ [[cash]] holiday [[flights]] [[inc]] speak live operator [[claim]] pmin","[[ou]] [[rupees]] [[triomphe]] [[umm]] [[avenida]] [[uniquely]] [[options]] receive £ [[funding]] holiday [[cruises]] [[ltd]] speak live operator [[claimed]] pmin",5.245208740234375e-06,0.7416348457336426,1,0,1,241,"Successful"
"please [[call]] [[customer]] [[service]] [[representative]] freephone ampm [[guaranteed]] £ [[cash]] £ [[prize]]","please [[phoning]] [[audiences]] [[serves]] [[illustrating]] freephone ampm [[incidental]] £ [[funding]] £ [[premiums]]",1.2993812561035156e-05,0.5561696290969849,1,0,1,180,"Successful"
"pvt finance [[arranged]] [[cheque]] basics business [[peoples]] [[traders]] stockists industries corporate comp pm turn l cnt","pvt finance [[organizes]] [[checked]] basics business [[people]] [[marchand]] stockists industries corporate comp pm turn l cnt",1.4781951904296875e-05,0.7308464646339417,1,0,1,139,"Successful"
"free [[text]] msgs text ok call [[nd]] [[well]] [[credit]] account","free [[writings]] msgs text ok call [[na]] [[so]] [[credence]] account",0.00015538930892944336,0.9999851584434509,1,0,1,72,"Successful"
"[[dear]] paytm [[customer]] paytm kyc [[expired]] [[contact]] [[customer]] [[care]] [[immediately]] [[account]] [[block]] within hr [[thank]] paytm [[team]]","[[cherish]] paytm [[talkers]] paytm kyc [[overcomes]] [[communicative]] [[talkers]] [[affectionate]] [[urgently]] [[count]] [[forestall]] within hr [[tributes]] paytm [[teamwork]]",9.059906005859375e-06,0.0002551078796386719,1,1,1,297,"Failed"
"[[hello]] invited usaa [[discover]] event please check [[email]] [[details]] rsvp usaa","[[huzzah]] invited usaa [[discoveries]] event please check [[mailbox]] [[explains]] rsvp usaa",7.808208465576172e-06,0.9870109558105469,1,0,1,140,"Successful"
"please [[call]] customer service representative ampm wn [[guaranteed]] cash prize rs flpkart [[team]]","please [[telephoning]] customer service representative ampm wn [[safeguarding]] cash prize rs flpkart [[chore]]",3.933906555175781e-06,0.989727795124054,1,0,1,128,"Successful"
"usps package delivered due [[wrong]] [[delivery]] address please change correct delivery address [[following]] [[url]] reply click [[link]] [[inquire]]","usps package delivered due [[fallacious]] [[execution]] address please change correct delivery address [[suites]] [[http]] reply click [[bind]] [[snooping]]",1.6510486602783203e-05,0.5339488387107849,1,0,1,172,"Successful"
"[[u]] [[secret]] [[admirer]] [[looking]] [[make]] [[contact]] ufind rreveal [[thinks]] [[ur]] specialcall","[[ni]] [[undeclared]] [[breather]] [[frisk]] [[furnishes]] [[telephoning]] ufind rreveal [[deems]] [[iz]] specialcall",5.9604644775390625e-06,0.00046771764755249023,1,1,1,207,"Failed"
"receive tax refund process due incomplete personal information please [[confirm]] information link order expedite processing refund avoid potential delays penalties please provide accurate personal information immediately ensure precise payment deadline november [[thank]] [[cooperation]] sincerely","receive tax refund process due incomplete personal information please [[emphasize]] information link order expedite processing refund avoid potential delays penalties please provide accurate personal information immediately ensure precise payment deadline november [[salutes]] [[trabajo]] sincerely",1.341104507446289e-05,0.5524343252182007,1,0,1,153,"Successful"
"new [[voicemail]] please call","new [[msg]] please call",1.823902130126953e-05,0.6908799409866333,1,0,1,19,"Successful"
"new message [[call]]","new message [[dawa]]",7.462501525878906e-05,0.999992847442627,1,0,1,54,"Successful"
"todays vodafone numbers ending selected receive [[rs]] [[award]] [[match]] please call [[quoting]] [[claim]] [[code]] [[standard]] rates apply","todays vodafone numbers ending selected receive [[r]] [[prices]] [[games]] please call [[arguing]] [[dunning]] [[cryptography]] [[norms]] rates apply",5.781650543212891e-06,0.5730528831481934,1,0,1,197,"Successful"
"amzon ccount iockedfix billnow unusaidrua","amzon ccount iockedfix billnow unusaidrua",7.68899917602539e-06,7.68899917602539e-06,1,1,1,6,"Failed"
"hello im michael hendrix opn architects inc [[found]] contact indeed employment [[resume]] need virtual data clerk employees personal assistant services pay weekly details click link read apply","hello im michael hendrix opn architects inc [[founded]] contact indeed employment [[rebooting]] need virtual data clerk employees personal assistant services pay weekly details click link read apply",6.896257400512695e-05,0.5090416073799133,1,0,1,116,"Successful"
"wf [[fraud]] [[alerts]] [[noticed]] unusual activities account please confirm activities wellsfargoverifycomact make [[secure]]","wf [[falsify]] [[attentive]] [[proved]] unusual activities account please confirm activities wellsfargoverifycomact make [[assuring]]",6.377696990966797e-06,0.9719264507293701,1,0,1,195,"Successful"
"helpcenter [[canada]] [[received]] [[transfer]] [[government]] due coronavirus [[pandemic]] click fill [[application]]","helpcenter [[fannie]] [[hosted]] [[migrated]] [[boards]] due coronavirus [[outbreak]] click fill [[implementation]]",7.927417755126953e-06,0.6889115571975708,1,0,1,190,"Successful"
"package [[reminder]] deliver package [[door]] due [[incomplete]] [[house]] number please fill [[address]]","package [[recollect]] deliver package [[gates]] due [[partial]] [[fireplaces]] number please fill [[combating]]",3.254413604736328e-05,0.9986982345581055,1,0,1,170,"Successful"
