"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"[[cds]] u [[congratulations]] ur [[awarded]] £ [[cd]] [[gift]] [[vouchers]] £ [[gift]] [[guaranteed]] freeentry £ wkly [[draw]] xt [[music]] tncs","[[albums]] u [[thanks]] ur [[paid]] £ [[cds]] [[donated]] [[receipt]] £ [[donated]] [[ensure]] freeentry £ wkly [[make]] xt [[cappella]] tncs",6.4849853515625e-05,0.09108132123947144,1,1,1,248,"Failed"
"usps [[package]] [[delivered]] due [[wrong]] [[delivery]] address please [[change]] [[correct]] [[delivery]] address following [[url]] [[reply]] click link [[inquire]]","usps [[pack]] [[shipped]] due [[unsuitable]] [[offer]] address please [[edit]] [[exact]] [[offer]] address following [[http]] [[cater]] click link [[inquiries]]",3.790855407714844e-05,0.5639768838882446,1,0,1,416,"Successful"
"[[congratulations]] due covid grant redeemcontact us via email covidgrantcokegrantcom","[[kudos]] due covid grant redeemcontact us via email covidgrantcokegrantcom",0.040171802043914795,0.8085784912109375,1,0,1,58,"Successful"
"drop thirty pounds less thirty days see try absolutely cost remedyfrcomindexphpkeydjqpwgdauzcszhrjwbmsgg","drop thirty pounds less thirty days see try absolutely cost remedyfrcomindexphpkeydjqpwgdauzcszhrjwbmsgg",0.9490851759910583,0.9490851759910583,0,0,1,1,"Skipped"
"otc [[entire]] store [[valid]] today [[voted]] store [[reply]] stop end","otc [[full]] store [[sari]] today [[passed]] store [[cater]] stop end",0.0002586841583251953,0.785460352897644,1,0,1,139,"Successful"
"frm smsidiymvqit msgnetflix refunding remaining time claim hr smsidiymvqit","frm smsidiymvqit msgnetflix refunding remaining time claim hr smsidiymvqit",0.9874719977378845,0.9874719977378845,0,0,1,1,"Skipped"
"[[urgent]] dear flpkart customer [[trying]] [[contact]] last [[weekends]] draw [[shows]] wn rs [[prize]] [[guaranteed]] [[call]] [[claim]] [[code]] [[lucky]] [[valid]] [[hrs]]","[[forthwith]] dear flpkart customer [[wants]] [[emailing]] last [[week]] draw [[show]] wn rs [[rewards]] [[safe]] [[phone]] [[asks]] [[coding]] [[happy]] [[helpful]] [[hour]]",1.1801719665527344e-05,0.8041514754295349,1,0,1,342,"Successful"
"netflix payment completed keep access service update payment method please visit","netflix payment completed keep access service update payment method please visit",0.9486866593360901,0.9486866593360901,0,0,1,1,"Skipped"
"todays vodafone [[numbers]] [[ending]] [[selected]] [[receive]] rs [[award]] [[match]] please [[call]] [[quoting]] [[claim]] [[code]] [[standard]] [[rates]] [[apply]]","todays vodafone [[figures]] [[discontinued]] [[take]] [[earn]] rs [[prices]] [[game]] please [[demand]] [[quoted]] [[requested]] [[coded]] [[switchboard]] [[rhythm]] [[run]]",1.1205673217773438e-05,0.002467930316925049,1,1,1,429,"Failed"
"[[great]] news [[call]] freefone [[claim]] [[guaranteed]] £ [[cash]] £ [[gift]] [[speak]] live [[operator]]","[[awesome]] news [[phoned]] freefone [[saying]] [[ensure]] £ [[money]] £ [[donate]] [[talk]] live [[operating]]",0.00015240907669067383,0.07754826545715332,1,1,1,324,"Failed"
